model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit,avg_proj,refusal_detected,format_violation,choice_margin,answer_entropy,option_logits_logged,logit_A_sp,logit_B_sp,logit_C_sp,logit_D_sp,logit_A,logit_D,logit_C,logit_B
DeepSeek-R1-Distill-Qwen-7B,5,medqa,29,0,1,-9.708545684814453,-6.514203071594238,1.6528670191764832,0.125,-0.543279267847538,0.1822677105665207,0,-9.708545684814453,0,0,0.0,0.0,True,21.25,18.875,21.0,21.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,30,0,1,-6.152568340301514,-5.539183616638184,1.1016786396503448,1.5,0.08827061951160431,0.22378496825695038,0,-6.152568340301514,0,0,0.0,0.0,True,23.125,21.625,21.0,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,31,0,1,-9.230961322784424,-5.922149658203125,1.3259899020195007,1.375,-0.05167791247367859,0.17105749249458313,0,-9.230961322784424,0,0,0.0,0.0,True,21.75,20.375,19.25,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,32,1,1,-1.6606605052947998,2.4937005043029785,1.2696324586868286,0.75,0.09848651476204395,0.2218937873840332,0,-1.6606605052947998,0,0,0.0,0.0,True,21.375,16.625,22.125,18.375,,,10.3125,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,33,0,1,-9.093384742736816,-5.682048797607422,1.0483435988426208,1.0,0.4364004358649254,0.6626240611076355,0,-9.093384742736816,0,0,0.0,0.0,True,23.75,19.25,20.125,22.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,34,0,1,-8.299805641174316,-5.712474822998047,1.4087907671928406,0.75,-0.09948821738362312,0.04180765897035599,0,-8.299805641174316,0,0,0.0,0.0,True,21.5,18.125,20.75,18.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,35,0,1,-2.4611151702702045,0.08719100803136826,1.464499980211258,1.375,0.11940952390432358,0.35160699486732483,0,-2.4611151702702045,0,0,0.0,0.0,True,19.75,19.75,21.125,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,36,0,1,-2.854549005627632,0.40152058005332947,1.1508931815624237,0.625,0.2866164818406105,0.3513650894165039,0,-2.854549005627632,0,0,0.0,0.0,True,22.5,19.125,21.75,23.125,,11.125,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,37,0,1,-8.337707996368408,-5.922747611999512,1.4619125723838806,2.75,-0.06063094735145569,0.29704782366752625,0,-8.337707996368408,0,0,0.0,0.0,True,22.125,18.625,19.375,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,38,0,1,-9.357126235961914,-5.880255699157715,1.2425206303596497,2.5,-0.3455120176076889,-0.17081382870674133,0,-9.357126235961914,0,0,0.0,0.0,True,22.375,19.25,19.125,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,39,0,1,-6.0772998332977295,-4.165687561035156,1.5653305053710938,1.125,-0.19133770652115345,-0.05157456174492836,0,-6.0772998332977295,0,0,0.0,0.0,True,20.875,19.375,18.875,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,40,0,1,-6.090702056884766,-4.735569000244141,1.2751868665218353,1.25,0.13287098705768585,0.35949867963790894,0,-6.090702056884766,0,0,0.0,0.0,True,22.625,21.375,20.75,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,41,1,1,-6.794605731964111,-4.855993270874023,1.2594329714775085,2.0,-0.01645044982433319,0.24525746703147888,0,-6.794605731964111,0,0,0.0,0.0,True,22.0,19.25,19.625,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,42,1,1,-7.677993535995483,-5.01627779006958,1.453200101852417,1.25,0.09814275801181793,0.554276168346405,0,-7.677993535995483,0,0,0.0,0.0,True,21.75,18.375,19.25,20.5,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,43,0,1,-7.243268013000488,-5.7665863037109375,1.1726954579353333,1.375,-0.12387543357908726,-0.0394580252468586,0,-7.243268013000488,0,0,0.0,0.0,True,21.625,18.5,18.375,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,44,0,1,-8.476622343063354,-5.610844135284424,1.166726529598236,1.125,-0.165753073990345,0.08993233740329742,0,-8.476622343063354,0,0,0.0,0.0,True,23.25,20.25,22.125,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,45,0,1,-6.968248128890991,-5.079531192779541,1.1027142703533173,1.5,0.2305256798863411,0.7013097405433655,0,-6.968248128890991,0,0,0.0,0.0,True,22.5,21.0,19.5,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,46,0,1,-6.9575417041778564,-4.152908802032471,1.0847594439983368,2.25,0.08652220666408539,0.3952100872993469,0,-6.9575417041778564,0,0,0.0,0.0,True,23.5,20.75,21.25,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,47,0,1,-7.415853977203369,-5.673844337463379,1.361649215221405,1.625,-0.013197764754295349,0.3046746850013733,0,-7.415853977203369,0,0,0.0,0.0,True,23.125,20.375,21.5,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,48,1,1,-8.085719347000122,-5.257964611053467,1.3430235385894775,1.75,-0.11023266613483429,0.06207197904586792,0,-8.085719347000122,0,0,0.0,0.0,True,20.625,17.625,18.875,18.375,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,49,0,1,-1.8097087144851685,1.5819470882415771,1.4120306074619293,0.875,-0.037364801624789834,0.007146279793232679,0,-1.8097087144851685,0,0,0.0,0.0,True,21.125,20.375,22.0,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,50,0,1,-8.688475131988525,-4.711675643920898,1.7169901132583618,0.75,-0.10835890984162688,0.010474388487637043,0,-8.688475131988525,0,0,0.0,0.0,True,20.0,16.0,19.25,17.5,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,51,1,1,-1.4928486347198486,2.341526985168457,0.7958912253379822,2.875,0.3471599221229553,0.34991389513015747,0,-1.4928486347198486,0,0,0.0,0.0,True,20.25,19.0,23.125,18.375,,,10.125,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,52,0,1,-1.4903441071510315,1.2421358823776245,1.2144597470760345,0.625,0.42667390406131744,0.4328438341617584,0,-1.4903441071510315,0,0,0.0,0.0,True,19.75,16.0,20.375,17.625,,,9.3125,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,53,0,1,-6.9837963581085205,-4.824639797210693,1.3741999864578247,1.75,-0.3412616290152073,-0.06927967816591263,0,-6.9837963581085205,0,0,0.0,0.0,True,21.625,19.875,19.0,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,54,1,1,-7.286850929260254,-6.288274765014648,1.3946613669395447,0.5,-0.014200736302882433,-0.010906326584517956,0,-7.286850929260254,0,0,0.0,0.0,True,22.875,20.375,19.625,22.375,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,55,0,1,-7.448604106903076,-5.518314361572266,1.0783472061157227,0.25,-0.2986096814274788,0.24891839921474457,0,-7.448604106903076,0,0,0.0,0.0,True,22.375,19.625,18.625,22.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,56,0,1,-6.737117052078247,-5.878749847412109,1.2750903367996216,1.375,0.5854761004447937,0.6193638443946838,0,-6.737117052078247,0,0,0.0,0.0,True,23.5,21.625,21.125,22.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,57,0,1,-9.25670313835144,-5.490053653717041,1.0872071981430054,2.5,-0.21042951941490173,0.1770145297050476,0,-9.25670313835144,0,0,0.0,0.0,True,23.25,18.875,18.375,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,58,0,1,-2.9709083139896393,-0.6598508954048157,1.3741707801818848,0.875,0.17465755715966225,0.41142550110816956,0,-2.9709083139896393,0,0,0.0,0.0,True,19.125,18.125,16.5,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,59,0,1,-6.762304306030273,-5.5154523849487305,0.8673610687255859,3.0,0.016805283725261688,0.21379345655441284,0,-6.762304306030273,0,0,0.0,0.0,True,22.25,19.25,16.75,17.75,9.5,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,60,0,1,-2.3778955545276403,-0.024669092148542404,1.673356533050537,0.0,-0.025426574051380157,0.07291948050260544,0,-2.3778955545276403,0,0,0.0,0.0,True,19.875,19.875,17.5,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,61,1,1,-2.3403345867991447,0.12535251677036285,1.3717952966690063,0.375,0.28097815066576004,0.3400951027870178,0,-2.3403345867991447,0,0,0.0,0.0,True,20.625,18.125,21.25,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,62,0,1,-9.293590068817139,-5.000241279602051,1.5927903056144714,1.75,-0.06737394258379936,-0.010478250682353973,0,-9.293590068817139,0,0,0.0,0.0,True,21.0,19.25,18.25,18.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,63,0,1,-8.002198934555054,-5.259241580963135,1.2374691665172577,1.375,-0.2232845276594162,0.25689294934272766,0,-8.002198934555054,0,0,0.0,0.0,True,21.0,19.625,16.75,18.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,64,0,1,-9.580470561981201,-6.41046142578125,1.6424329280853271,0.625,-0.03945152461528778,0.31766584515571594,0,-9.580470561981201,0,0,0.0,0.0,True,21.875,20.75,20.5,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,65,0,1,-5.2997448444366455,-5.097370624542236,1.03850257396698,0.625,0.11499829590320587,0.5422629714012146,0,-5.2997448444366455,0,0,0.0,0.0,True,22.625,18.375,22.0,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,66,0,1,-6.412306547164917,-5.519406318664551,1.190739005804062,0.875,0.1592961698770523,0.6084941029548645,0,-6.412306547164917,0,0,0.0,0.0,True,22.125,18.125,21.25,19.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,67,0,1,-5.190732002258301,-5.058166980743408,1.0134560763835907,1.625,0.35681623220443726,0.4837751090526581,0,-5.190732002258301,0,0,0.0,0.0,True,23.625,22.0,20.375,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,68,0,1,-7.2149693965911865,-5.650638103485107,1.3565700054168701,0.625,0.12395193800330162,0.36669114232063293,0,-7.2149693965911865,0,0,0.0,0.0,True,22.125,19.625,21.25,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,69,0,1,-7.823488235473633,-5.496813774108887,1.4076914191246033,0.625,-0.2663540169596672,-0.20859886705875397,0,-7.823488235473633,0,0,0.0,0.0,True,20.75,20.125,16.75,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,70,0,1,-6.801234245300293,-4.381077766418457,1.4101139903068542,1.5,-0.09316986426711082,0.0962224081158638,0,-6.801234245300293,0,0,0.0,0.0,True,22.25,20.25,19.875,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,71,1,1,-2.8994382172822952,0.2029765546321869,1.28818678855896,0.375,-0.27177051827311516,-0.0727643296122551,0,-2.8994382172822952,0,0,0.0,0.0,True,21.625,22.0,18.75,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,72,0,1,-2.702097177505493,0.9165921211242676,1.1010628938674927,1.25,-0.2778144106268883,-0.2204710692167282,0,-2.702097177505493,0,0,0.0,0.0,True,21.375,22.625,18.625,18.375,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,73,1,1,-7.172950506210327,-4.904311656951904,1.510246753692627,0.5,0.02325667440891266,0.28386443853378296,0,-7.172950506210327,0,0,0.0,0.0,True,22.125,21.625,21.125,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,74,0,1,-8.484806060791016,-4.9931440353393555,1.7453746795654297,0.625,0.025918908417224884,0.18534404039382935,0,-8.484806060791016,0,0,0.0,0.0,True,20.75,18.75,20.125,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,75,1,1,-1.7610629796981812,1.6122710704803467,1.1185586154460907,2.0,0.3899766057729721,0.447068989276886,0,-1.7610629796981812,0,0,0.0,0.0,True,19.875,19.25,21.875,19.0,,,10.0,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,76,0,1,-1.3470877707004547,0.8619529604911804,1.0809048414230347,1.125,0.6608171910047531,0.877814531326294,0,-1.3470877707004547,0,0,0.0,0.0,True,21.625,19.375,19.25,22.75,,11.0625,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,77,1,1,-2.8153198566287756,-0.04272095486521721,1.0733844935894012,1.25,-0.09871109668165445,-0.026772918179631233,0,-2.8153198566287756,0,0,0.0,0.0,True,20.875,22.125,17.25,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,78,1,1,-6.347760915756226,-5.6506428718566895,1.3100081086158752,0.375,-0.1433923002332449,0.04765870049595833,0,-6.347760915756226,0,0,0.0,0.0,True,22.875,22.5,19.5,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,79,1,1,-6.214829921722412,-5.501132011413574,1.2834476828575134,2.125,0.08618821203708649,0.30605414509773254,0,-6.214829921722412,0,0,0.0,0.0,True,22.0,19.875,19.5,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,80,0,1,-6.893112897872925,-5.3829426765441895,1.2894065976142883,2.0,-0.14293771982192993,0.14134132862091064,0,-6.893112897872925,0,0,0.0,0.0,True,22.375,20.375,19.25,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,81,0,1,-6.272747993469238,-4.622166633605957,1.1163888573646545,2.875,0.1576577052474022,0.4081229269504547,0,-6.272747993469238,0,0,0.0,0.0,True,23.0,20.0,20.125,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,82,1,1,-5.131061792373657,-4.723082542419434,0.5576145499944687,5.625,0.12301510572433472,0.5577425956726074,0,-5.131061792373657,0,0,0.0,0.0,True,24.875,17.75,17.625,18.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,83,1,1,-8.356565237045288,-4.58410120010376,1.7459378838539124,0.5,-0.052630819380283356,0.16407184302806854,0,-8.356565237045288,0,0,0.0,0.0,True,19.625,17.125,19.125,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,84,1,1,-6.526559114456177,-5.58643913269043,1.2635390162467957,1.25,-0.06861156225204468,0.2633122503757477,0,-6.526559114456177,0,0,0.0,0.0,True,22.875,20.75,20.25,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,85,1,1,-0.2774372100830078,3.104489803314209,1.120310366153717,1.375,0.4686869829893112,0.47142496705055237,0,-0.2774372100830078,0,0,0.0,0.0,True,20.75,19.125,22.125,18.375,,,10.0625,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,86,0,1,-5.887982606887817,-4.66234016418457,1.135783314704895,1.875,0.48805954307317734,0.8803827166557312,0,-5.887982606887817,0,0,0.0,0.0,True,22.5,20.625,19.875,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,87,1,1,-1.8117690086364746,1.4432182312011719,1.1223366856575012,1.5,0.2237228862941265,0.35626956820487976,0,-1.8117690086364746,0,0,0.0,0.0,True,20.125,17.625,21.625,19.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,88,0,1,-6.887615919113159,-5.205955982208252,1.0773756206035614,2.625,-0.0407656729221344,0.6351742744445801,0,-6.887615919113159,0,0,0.0,0.0,True,22.625,20.0,18.75,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,89,0,1,-6.687343120574951,-6.13674783706665,0.7680489718914032,3.875,0.14601904153823853,0.4382752478122711,0,-6.687343120574951,0,0,0.0,0.0,True,24.375,19.625,19.375,20.5,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,90,0,1,-8.041263341903687,-6.0451741218566895,1.3354403376579285,1.375,0.11711582541465759,0.48494067788124084,0,-8.041263341903687,0,0,0.0,0.0,True,23.25,20.25,21.875,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,91,0,1,-8.039180755615234,-5.416802406311035,1.1010923087596893,2.125,0.23102158308029175,0.24320542812347412,0,-8.039180755615234,0,0,0.0,0.0,True,22.25,18.125,19.75,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,92,0,1,-8.566925525665283,-4.6295366287231445,1.7349024415016174,0.125,-0.06674383580684662,0.16861480474472046,0,-8.566925525665283,0,0,0.0,0.0,True,21.0,20.875,19.25,19.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,93,0,1,-8.921510934829712,-5.474503993988037,1.5422514081001282,1.75,-0.15912647545337677,0.38763299584388733,0,-8.921510934829712,0,0,0.0,0.0,True,21.875,20.125,20.125,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,94,0,1,-9.52301287651062,-6.334887981414795,1.6393337845802307,1.0,-0.12324152886867523,0.2870800793170929,0,-9.52301287651062,0,0,0.0,0.0,True,21.75,19.375,20.75,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,95,0,1,-2.5237952321767807,0.27274730801582336,1.0724023580551147,1.625,0.23155628144741058,0.3070485591888428,0,-2.5237952321767807,0,0,0.0,0.0,True,21.25,22.875,19.125,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,96,0,1,-9.96177077293396,-5.615597248077393,1.7333912253379822,1.125,-0.006475791335105896,0.30649903416633606,0,-9.96177077293396,0,0,0.0,0.0,True,21.125,19.125,19.625,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,97,1,1,-8.457147359848022,-5.392562389373779,1.6231761574745178,1.5,-0.07074084132909775,0.07175451517105103,0,-8.457147359848022,0,0,0.0,0.0,True,20.5,19.0,17.75,17.75,,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,98,1,1,-4.896327972412109,-4.642216682434082,0.9164600074291229,2.0,0.46683778427541256,0.8906765580177307,0,-4.896327972412109,0,0,0.0,0.0,True,23.875,20.0,21.5,21.875,10.75,,,
DeepSeek-R1-Distill-Qwen-7B,5,medqa,99,0,1,-8.710638046264648,-5.768584251403809,1.1834158897399902,2.75,-0.041153088212013245,0.3583599328994751,0,-8.710638046264648,0,0,0.0,0.0,True,22.0,19.25,18.75,18.875,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,0,0,1,-0.7913594245910645,2.076688289642334,1.1809114515781403,1.0,0.24822214990854263,0.32954269647598267,0,-0.7913594245910645,0,0,0.0,0.0,True,22.125,22.375,23.375,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,1,0,1,-8.117581605911255,-5.4455132484436035,1.1278426051139832,3.625,-0.3815736910328269,-0.003943471238017082,0,-8.117581605911255,0,0,0.0,0.0,True,23.5,18.75,19.75,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,2,0,1,-7.862818717956543,-6.402849197387695,1.6348299980163574,0.875,0.10709584876894951,0.3126535415649414,0,-7.862818717956543,0,0,0.0,0.0,True,21.125,18.75,20.25,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,3,0,1,-6.240143060684204,-6.2137603759765625,0.9835099279880524,2.25,0.043183326721191406,0.7194388508796692,0,-6.240143060684204,0,0,0.0,0.0,True,23.25,19.375,21.0,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,4,0,0,-9.679044961929321,-4.603109836578369,1.6141096353530884,0.875,0.37616404984146357,0.7629259824752808,0,-9.679044961929321,0,0,0.0,0.0,True,21.875,19.5,18.875,21.0,,10.0625,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,5,0,1,-2.4867683351039886,0.6790865063667297,1.2668253779411316,0.25,-0.18614109605550766,0.11717428267002106,0,-2.4867683351039886,0,0,0.0,0.0,True,20.75,19.625,21.5,21.75,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,6,0,0,-9.838009357452393,-5.3638200759887695,1.4711506366729736,0.75,0.425706597045064,0.8167538046836853,0,-9.838009357452393,0,0,0.0,0.0,True,22.25,17.125,17.625,21.5,10.5625,11.3125,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,7,1,0,-2.3265012204647064,0.8793132901191711,1.2897613644599915,0.0,0.6589146703481674,0.9994243383407593,0,-2.3265012204647064,0,0,0.0,0.0,True,21.375,16.5,21.375,19.125,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,8,1,1,-2.246916711330414,1.2503496408462524,1.2634348571300507,0.125,0.28672100603580475,0.35538995265960693,0,-2.246916711330414,0,0,0.0,0.0,True,21.5,18.75,20.0,21.375,,10.0625,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,9,0,0,-9.498435735702515,-5.278120517730713,0.9016960859298706,4.25,0.18141663819551468,0.6071485280990601,0,-9.498435735702515,0,0,0.0,0.0,True,24.5,20.25,18.375,20.125,11.6875,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,10,0,0,-1.1456637382507324,2.244168758392334,1.0815467834472656,1.625,0.8162184953689575,1.0544803142547607,0,-1.1456637382507324,0,0,0.0,0.0,True,20.25,15.75,16.5,21.875,,10.3125,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,11,1,0,-9.803020715713501,-4.157431125640869,1.9139521718025208,0.5,0.36594919860363007,0.8968586325645447,0,-9.803020715713501,0,0,0.0,0.0,True,20.125,16.125,19.625,16.75,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,12,0,1,-1.6059870719909668,2.839456558227539,1.2918944954872131,0.0,0.010226920247077942,0.21380294859409332,0,-1.6059870719909668,0,0,0.0,0.0,True,21.25,19.625,18.875,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,13,1,0,0.6536040306091309,7.543128490447998,1.1901504941284657,0.25,0.4685952216386795,1.2237896919250488,0,0.6536040306091309,0,0,0.0,0.0,True,21.625,20.375,21.375,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,14,0,0,-9.918282747268677,-6.0606818199157715,1.631546676158905,0.5,-0.025639310479164124,0.3184382915496826,0,-9.918282747268677,0,0,0.0,0.0,True,22.625,22.125,19.125,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,15,0,1,-10.850954055786133,-5.852908134460449,2.3152949810028076,0.625,-0.061395347118377686,0.30124732851982117,0,-10.850954055786133,0,0,0.0,0.0,True,18.0,15.125,16.5,17.375,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,16,0,0,-7.799960374832153,-3.792515277862549,1.6716821789741516,1.0,0.38247280567884445,0.6819410920143127,0,-7.799960374832153,0,0,0.0,0.0,True,22.0,21.0,19.25,19.5,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,17,0,0,-10.25151014328003,-5.236952781677246,1.9208837747573853,1.875,0.3933794815093279,0.8376783728599548,0,-10.25151014328003,0,0,0.0,0.0,True,20.875,17.875,18.625,18.125,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,18,1,1,-6.4353187084198,-5.623554229736328,1.2023267149925232,2.375,-0.12527795135974884,0.23508036136627197,0,-6.4353187084198,0,0,0.0,0.0,True,23.5,21.125,21.0,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,19,0,0,-0.6637221574783325,2.884767770767212,1.2994943261146545,0.0,0.9354297518730164,1.0881932973861694,0,-0.6637221574783325,0,0,0.0,0.0,True,22.75,20.5,22.75,22.0,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,20,0,1,-5.746988296508789,-5.746988296508789,3.028618812561035,0.25,0.23645418882369995,0.23645418882369995,0,-5.746988296508789,0,1,0.0,0.0,True,18.0,16.125,14.875,17.625,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,21,0,1,-6.316203355789185,-4.354109287261963,1.2768570184707642,1.25,0.05429095774888992,0.3578757643699646,0,-6.316203355789185,0,0,0.0,0.0,True,22.25,20.0,18.625,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,22,1,0,0.27649555206298826,8.41952133178711,1.306778718251735,0.625,0.47852302342653275,1.2783092260360718,0,0.27649555206298826,0,0,0.0,0.0,True,21.125,19.25,20.5,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,23,0,0,-2.044067144393921,1.268549919128418,1.5669643878936768,0.0,0.8750513195991516,0.9602574110031128,0,-2.044067144393921,0,0,0.0,0.0,True,20.25,18.375,20.25,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,24,0,1,-2.3681668043136597,1.125396490097046,0.7948613166809082,2.875,0.8103044331073761,0.8714109063148499,0,-2.3681668043136597,0,0,0.0,0.0,True,19.75,19.625,23.5,20.625,,,10.3125,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,25,0,1,-7.139730215072632,-4.599202632904053,1.283520221710205,1.75,0.2610810697078705,0.3191412687301636,0,-7.139730215072632,0,0,0.0,0.0,True,22.0,17.75,18.625,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,26,0,0,-7.933314085006714,-4.876802921295166,1.4638184905052185,2.125,0.12053735926747322,0.3347955346107483,0,-7.933314085006714,0,0,0.0,0.0,True,21.625,19.5,18.875,19.0,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,27,0,0,-6.120838642120361,-5.177269458770752,0.846399188041687,2.25,0.3465583771467209,1.1273576021194458,0,-6.120838642120361,0,0,0.0,0.0,True,23.5,18.25,18.75,21.25,10.75,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,28,0,0,-9.511960744857788,-4.633700847625732,2.001132547855377,0.25,0.18226885795593262,0.7392681241035461,0,-9.511960744857788,0,0,0.0,0.0,True,19.5,19.125,19.25,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,29,0,0,-9.452883005142212,-4.896595478057861,1.6178810596466064,2.0,0.3983716443181038,0.9789113998413086,0,-9.452883005142212,0,0,0.0,0.0,True,21.125,16.25,17.375,17.75,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,30,0,0,-8.84510064125061,-5.1453537940979,1.239043116569519,2.375,0.22443930804729462,0.7066248059272766,0,-8.84510064125061,0,0,0.0,0.0,True,21.5,19.125,18.375,17.625,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,31,0,0,-7.363732576370239,-4.270522594451904,1.631291925907135,0.25,0.35136306285858154,0.8675986528396606,0,-7.363732576370239,0,0,0.0,0.0,True,21.25,16.5,21.0,18.0,,,9.875,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,32,0,0,-10.817407131195068,-5.637497901916504,2.1095144748687744,0.875,0.31369461491703987,0.7074512243270874,0,-10.817407131195068,0,0,0.0,0.0,True,19.125,15.5625,17.375,18.125,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,33,0,0,-8.168626070022583,-5.97326135635376,1.250339150428772,1.625,0.38733290135860443,1.0015087127685547,0,-8.168626070022583,0,0,0.0,0.0,True,22.75,21.125,20.0,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,10,mmlu,34,0,0,-7.881004571914673,-5.953789234161377,1.1371068358421326,1.875,0.42320843879133463,0.8177556395530701,0,-7.881004571914673,0,0,0.0,0.0,True,21.75,19.875,16.875,18.375,,,,
